0, MARRAKECH - CHARGES DE CLIENTÈLE EN LANGUE ALLEMANDE - RECEPTION D'APPELS,Centres d'appels, Marrakech ,6 heures avant,Société: JOB DEVELOPPEMENT , CDI ,"Bac +2/4 préférence commercial, marketing ou technique. Maîtrise parfaite de la langue allemande + un niveau de français passable. Connaissance de l'outil informatique obligatoire. Offrons: Salaire fixe + primes mensuelles. Heures supplémentaires rémunérées. Couverture sociale intégrale CNSS, mutuelle privée. Transport assuré. Plan de carrière, évolution tous les 6 mois par formation continue en interne afin d'atteindre des postes d'encadrement. Nos recruteurs sont à votre écoute et vous fournirons gratuitement toutes les informations que vous jugerez utiles concernant votre demande d'emploi Envoyez votre CV: recrutement@jobdeveloppement.net Tél.0661476387 ","Dans le cadre de son développement et la diversification de ses offres, un de nos clients recrute pour le compte d’un de ses partenaires des conseillers clients germanophones, flamands ou néerlandais. Travail stable et cadre agréable. Candidats sans expérience acceptés. Formation de haut niveau assurée.",Recrutement Centre d'appel et autres, CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Allemand 
577, Conseillers Commerciaux Experts en Assurance/Mutuelle Santé : Salaire jusqu’à 30 000 dhs (Courtier Français),Centres d'appels, Rabat / Salé / Kenitra / Temara / Casablanca / Mohammedia ,1 mois avant,Société: CPA CS , CDI ,"Avant tout, c'est votre personnalité et votre tempérament commercial qui feront la différence ! Idéalement, vous justifiez d'une formation commerciale, Bac+2 minimum, et avez de bons réflexes commerciaux. Capacité d'adaptation, aisance relationnelle, conviction et goût du travail en équipe sont les qualités nécessaires pour réussir ce poste clé de l'entreprise. Une excellente expression écrite et orale est un atout indispensable pour réussir votre mission.","Vous commercialisez l'offre assurance de nos compagnies partenaires et les services associés en proposant une solution complète que vous construirez en allant à la découverte, puis en approfondissant les besoins de nos prospects. Ceci afin de leur apporter la meilleure couverture possible contre les risques auxquels ils sont exposés dans leur vie de tous les jours. Afin d'accroitre votre réussite, vous serez accompagné dès les premiers jours de votre intégration et suivrez un parcours de formation complète alternant théorie et pratique. La qualité de service est notre priorité. Rémunération exceptionnelle, Package attractif composé d'un Salaire fixe et d'un variable (PRIMES DECLAREES à 100%) à la hauteur de votre réussite commerciale [Salaire Fixe à partir de 5000 dhs et allant jusqu'à 11 000 dhs + Commission non plafonnées à partir de 4000 dhs et allant jusqu’à 20 000 dhs] On vous propose un contrat CDI + avantages sociaux CNSS AMO Mutuelle...+ Un cadre de travail agréable et bien d'autres avantages ! Poste à pourvoir immédiatement",CPA CS est un Cabinet de Courtage Français spécialisé dans le conseil et la ventes de produits d’assurances de particuliers pour le marché français basé à Casablanca et rabat., CDI , Banque / Assurance , Débutant (de 1 à 3 ans) , BAC+2 , Français 
578, FRANCOPHONES EN RÉCEPTION D'APPELS A CASABLANCA,non spécifié, Casablanca ,1 mois avant,Société: Kocc Médias , CDI ,"Vous êtes issu(e) d'une formation Bac+2 toute filière confondue ou équivalent, passionné(e) par la gestion de la relation client. Vous maîtrisez parfaitement le français à l'écrit comme à l'oral, Vous aimez travailler en équipe, tout en restant concentré(e) sur l'atteinte de vos objectifs, Vous avez le sens du service client et commercial, Vous avez de réelles capacités d'écoute et êtes dynamique, rigoureux(se) et organisé(e). Vous avez le goût du Challenge? Vous appréciez le travail d'équipe? Vous souhaitez tracer un réel parcours professionnel ? Ce poste est donc à vous !","Rattaché(e) à votre responsable d'équipe, votre mission consiste à : Assister les clients en répondant efficacement selon les chartes et procédures mises en place, Participer au développement des activités à travers des remontées terrains et des propositions pertinentes, Fidéliser les clients en s'inscrivant dans une démarche d'amélioration basée sur la satisfaction client. Nous offrons les avantages suivants : Salaire de base 4500 DHS + Primes CNSS + Mutuelle privée, Horaires rotatifs Heures supplémentaires rémunérées, Formation initiale rémunérée, Challenges internes avec des lots à gagner,","Cabinet de conseil en Rh, qui intervient sur l'optimisation et le développement du capital humain par la mise en place de ses expertises en recrutement, en coaching, en évaluation de talents, en optimisation des processus de gestion des ressources humaines.", CDI ,non spécifié, Fraichement diplômé / Débutant (de 1 à 3 ans) / Junior (de 3 à 5 ans) / Senior (de 5 à 7 ans) , BAC+1 / BAC+2 / BAC+3 / BAC+4 , Français 
579, Parfaitement Franco-Anglo en réceptions d'appel à Marrakech,Centres d'appels, Marrakech ,1 mois avant,Société: Kocc Médias , CDI ,"Vous êtes issu(e) d'une formation Bac+2 toute filière confondue ou équivalent, passionné(e) par la gestion de la relation client. Vous maîtrisez parfaitement le français et l'anglais à l'écrit comme à l'oral, Vous aimez travailler en équipe, tout en restant concentré(e) sur l'atteinte de vos objectifs, Vous avez le sens du service client et commercial, Vous avez de réelles capacités d'écoute et êtes dynamique, rigoureux(se) et organisé(e). Vous avez le goût du Challenge? Vous appréciez le travail d'équipe? Vous souhaitez tracer un réel parcours professionnel ? Ce poste est donc à vous !","Rattaché(e) à votre responsable d'équipe, votre mission consiste à : Assister les clients en répondant efficacement selon les chartes et procédures mises en place, Participer au développement des activités à travers des remontées terrains et des propositions pertinentes, Fidéliser les clients en s'inscrivant dans une démarche d'amélioration basée sur la satisfaction client. Nous offrons les avantages suivants : Salaire de base 5500 DHS + Primes CNSS + Mutuelle privée, Horaires rotatifs Heures supplémentaires rémunérées, Formation initiale rémunérée, Challenges internes avec des lots à gagner,","Cabinet de conseil en Rh, qui intervient sur l'optimisation et le développement du capital humain par la mise en place de ses expertises en recrutement, en coaching, en évaluation de talents, en optimisation des processus de gestion des ressources humaines.", CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) / Junior (de 3 à 5 ans) / Senior (de 5 à 7 ans) , BAC+1 / BAC+2 / BAC+3 / BAC+4 , Français / Anglais 
580, Gestionnaire Senior du Service Client - Centre d'Appels Expérimenté,Télécommunications, Rabat ,1 mois avant,Société: N-business , CDI ,Gestion des Relations Clientèles,Répondre aux Appels Suivi et Rétroaction,"Notre entreprise en pleine croissance recherche un Gestionnaire Senior du Service Client pour diriger notre équipe dynamique au sein du centre d'appels. Le candidat idéal sera un professionnel expérimenté avec une passion pour l'excellence en service client, une connaissance approfondie des meilleures pratiques du secteur et une capacité démontrée à inspirer et à motiver une équipe.", CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC , Français 
581, Conseiller Senior en Relation Clientèle,Télécommunications, Rabat ,1 mois avant,Société: N-business , CDI ,Profil Expert,Relation Clientèle,Nous recrutons un expert en gestion des appels sortants pour améliorer notre stratégie de prospection et de suivi client. Expérience prouvée dans la génération de leads et la conversion de prospects en clients., CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC , Français 
582, FREELANCER - ASSURANCES,Centres d'appels, -- / Agadir / Ain Harrouda / Ait Melloul / Ait Ourir / Al Aaroui / Al Hoceïma / Amsterdam / Assazag / Assilah / Autres / Azemmour / Azilal / Azrou / Baarcelone / Bejaâd / Ben Guerir / Beni Ensar / Beni-Mellal / Benslimane / Berkane / Berrechid / Bilbao / Bordeaux / Boston / Bouarfa / Boujdour / Bouskoura / Bouznika / Calgary / Canada-Autres / Casablanca / Chefchaouen / Chicago / Chichaoua / Cordoue / Dallas / Driouch / Echemaïa / Edmonton / Eindhoven / El Hajeb / El Jadida / El kalaa des sraghna / Errachidia / Es-semara / Espagne-Autres / Essaouira / Etats-Unis-Autres / Fes / Figuig / Florence / Fnideq / Fquih Ben Salah / France-Autres / Gênes / Goulmima / Groningue / Guercif / Haarlem / Had Soualem / Hamilton / Ifrane / Inezgane / Italie-Autres / Jerada / Kasba Tadla / Kelaat Es-sraghna / Kenitra / Khemisset / Khenifra / Khouribga / Kiev / Ksar El Kebir / Ksar Sghir / La Haye / Laâyoune / Laguira / Larache / Las Palmas / lille / Los Angeles / M'diq / M'rirt / Madrid / Malaga / Marrakech / Martil / Mechra Bel Ksiri / Meknes / Midelt / Milan / Missour / Mohammedia / Montréal / Moscou / Murcie / Nador / Nantes / Naples / New York / Nice / Nimègue / Nouaceur / Ottawa / Ouarzazate / Oued eddahab / Oued Zem / Ouezzane / Oujda / Outat El Haj / Palma de Majorque / Paris / Pays-Bas-Autres / Philadelphie / Québec / Rabat / Rome / Rotterdam / Russie-Autres / Safi / Saïdia / Sala Al-Jadida / Salé / San Francisco / Saragosse / Sefrou / Settat / Séville / Sidi Bennour / Sidi Bouzid / Sidi Kacem / Sidi Slimane / Skhirate / Strasbourg / Tanger / Taounate / Taourirt / Taroudant / Taza / Temara / Tetouan / Tiflet / Tilburg / Tinejdad / Tinghir / Toronto / Toulon / Toulouse / Turin / Utrecht / Valence / Vancouver / Venise / Victoria / Washington DC / Winnipeg / Youssoufia / Zagora / Zeghanghane ,1 mois avant,Société: WERECRUT , Free Lance ,"Si vous souhaitez changer d'air et garantir une rémunération intéressante allant jusqu'à 12000 dh depuis chez vous, nous avons l'opportunité que vous attendiez. Vous proposerez nos solutions d'assurance mutuelle à une clientèle de particulier. Vous devrez identifier leurs besoins et leur fournir des conseils personnalisés pour les aider à choisir la meilleure couverture possible.","Nous offrons un salaire compétitif de base plus des primes motivantes. Les candidats devront justifier d’une expérience réussie en vente par téléphone, une excellente capacité de persuasion et une grande aisance dans le discours. Postulez dès maintenant pour rejoindre notre équipe de Télévendeurs en freelance sur tout le Maroc. - Vous justifiez d'une expérience réussie en tant que Télévendeurs en Assurances Mutuelle/ santé animale / auto ou decenale -Vous avez le sens de l'écoute et une fibre commerciale développée avec une maitrise du discours. . -Un salaire attractif. -Des primes mensuelles et déplafonnées. -Challenges mensuelles et hebdomadaire",Vous voulez travaillez depuis chez vous - vous avez une experience en assurances Assurances Mutuelle/ santé animale / auto ou decenale , Free Lance , Banque / Assurance , Fraichement diplômé / Débutant (de 1 à 3 ans) / Junior (de 3 à 5 ans) / Senior (de 5 à 7 ans) / Confirmé (de 7 à 10 ans) / + 10 ans , NIV BAC ET MOINS / BAC / BAC+1 / BAC+2 / BAC+3 / BAC+4 / BAC+5 et plus , Français 
583, Télévendeurs en mutuelle recherchés sur mohammedia,Centres d'appels, Mohammedia ,1 mois avant,Société: WERECRUT , CDI / CDD / Free Lance ,"Si vous souhaitez changer d'air et garantir une rémunération intéressante allant jusqu'à 12000 dh avec un contrat CDI, nous avons l'opportunité que vous attendiez. Vous proposerez nos solutions d'assurance mutuelle à une clientèle de particulier. Vous devrez identifier leurs besoins et leur fournir des conseils personnalisés pour les aider à choisir la meilleure couverture possible.","Nous offrons un salaire compétitif de base plus des primes motivantes pouvant aller jusqu'à 12000 dh par an pour les meilleurs vendeurs. Les candidats devront justifier d’une expérience réussie en vente par téléphone, une excellente capacité de persuasion et une grande aisance dans le discours. Nous offrons un CDI, une formation continue et des opportunités d'avancement de carrière. Postulez dès maintenant pour rejoindre notre équipe de Télévendeurs en Mutuelle sur Mohammédia. - Vous justifiez d'une expérience réussie en tant que Télévendeurs en Assurances Mutuelle. -Vous avez le sens de l'écoute et une fibre commerciale développée avec une maitrise du discours. -Vous cherchez la stabilité et l'évolution. -Vous aimez travaillez en équipe tout en restant concentré sur l'atteinte des objectifs. -Un salaire attractif. -Des primes mensuelles et déplafonnées. -Challenges mensuelles et hebdomadaire. - Salaire Net: 5000 DH + 1000 DH (PRIME Assiduité) + RÉMUNÉRATION VARIABLE: DÉPLAFONNÉES À PARTIR DE 2000 DH + Contrat CDI","Nous recrutons des Télévendeurs en Mutuelle expérimentés et motivés sur Mohammédia, déjà en activité et disposant d'une très bonne expérience commerciale pour rejoindre notre équipe.", CDI / CDD / Free Lance , Banque / Assurance , Fraichement diplômé / Débutant (de 1 à 3 ans) / Junior (de 3 à 5 ans) / Senior (de 5 à 7 ans) / Confirmé (de 7 à 10 ans) / + 10 ans , NIV BAC ET MOINS / BAC / BAC+1 / BAC+2 / BAC+3 / BAC+4 / BAC+5 et plus , Français 
584, CABINET DE COURTAGE : RECRUTEMENT EN MASSE MOHAMMEDIA,Centres d'appels, Mohammedia ,1 mois avant,Société: WERECRUT , CDI / CDD / Free Lance ,Avantages sociaux et autres Une formation exhaustive sur nos produits et techniques de vente. Bon climat de travail Un contrat de travail+ CNSS Un salaire de base + des primes de rendement non plafonnées. Amplitude horaire 9h00 - 19h00 et Week end off Salaire Net + primes Négociation,"Vous maîtrisez parfaitement le français, vous êtes doté(e) d’un esprit de télévendeur(se) assez développé, vous avez un goût pour le challenge et vous souhaitez évoluer dans un cadre structuré. Vous avez également un bon relationnel, une grande capacité d’écoute et d’adaptation. Nous vous garantissons un environnement de travail stimulant. Nous vous offrons des conditions de travail, des avantages sociaux très intéressants avec une rémunération attractive et des primes variables. Vous aurez pour missions principales : . Détecter et analyser des besoins des prospects . Commercialiser les produits de nos partenaires auprès d'une clientèle bien ciblée Vous avez une parfaite maîtrise de la langue et de la culture française. Vous avez le goût du challenge, une intelligence relationnelle, grande capacité d'écoute et d'analyse. Vous avez une expériences plus que 6 mois en Télévente.",Recrutement En masse à Mohammédia, CDI / CDD / Free Lance , Banque / Assurance , Fraichement diplômé / Débutant (de 1 à 3 ans) / Junior (de 3 à 5 ans) / Senior (de 5 à 7 ans) / Confirmé (de 7 à 10 ans) / + 10 ans , NIV BAC ET MOINS / BAC / BAC+1 / BAC+2 / BAC+3 / BAC+4 / BAC+5 et plus , Français 
585, Téléonseillers francophones expérimentés en télévente,Centres d'appels, Rabat ,1 mois avant,Société: Recrut CALL , CDI ,Téléconseillers francophones expérimentés en télévente Expérience minimum de 6 mois Excellent niveau en français,Téléconseillers francophones expérimentés en télévente ,Téléconseillers francophones expérimentés en télévente Expérience minimum de 6 mois Excellent niveau en français, CDI , Métiers des centres d'appels ,non spécifié, BAC+2 , Français 
586, Téléconseillers francophones expérimentés en télévente,Centres d'appels, Casablanca ,1 mois avant,Société: Recrut CALL , CDI ,Téléconseillers francophones expérimentés en télévente ,Téléconseillers francophones expérimentés en télévente Expérience minimum de 6 mois Excellent niveau en français,Cabinet de Téléconseillers francophones expérimentés en télévente Expérience minimum de 6 mois Excellent niveau en français , CDI , Métiers des centres d'appels ,non spécifié, BAC+2 , Français 
587, Téléconseillers francophones expérimentés en énergies renouvelables,Centres d'appels, Casablanca ,1 mois avant,Société: Recrut CALL , CDI ,Téléconseillers francophones expérimentés en énergies renouvelables Expérience minimum de 6 mois Excellent niveau en français,Téléconseillers francophones expérimentés en énergies renouvelables ,Téléconseillers francophones expérimentés en énergies renouvelables Expérience minimum de 6 mois Excellent niveau en français, CDI , Métiers des centres d'appels ,non spécifié, BAC+2 , Français 
588, CONSEILLERS SEDENTAIRES,Centres d'appels, Kenitra ,1 mois avant,Société: La Plate-Forme , CDI ,"Nous recherchons des conseillers sédentaires expérimentés dans la communication par téléphone. Vous souhaitez rejoindre une équipe de commerciaux hypermotivés pour atteindre les objectis dans une ambiance dynamique qui pousse aux meilleurs résultats. Vous souhaitez développer votre autonomie personnelle,profesionnelle et financiére. Vous savez rassurer votre interlocuteur et potentiellement convaincre et conclure des ventes. Une formation vous sera dispensée pour la maitrise de notre processus de vente. ",Votre mission est de prospecter des professionnels de santé pour des formations facilement commercialisables. Créer et gérer un portefeuille clients du début à la fin de la vente à la complétion du parcours de formation. Contacter les clients pour faire un suivi de l'avancement de leur formation. ,"La Plate-Forme est spécialisé dans tout ce qui touche à la relation client, notre mission principale est de satisfaire nos clients et nos collaborateurs . Leader des acteurs locaux dans l'émission d'appels, nous nous adaptons rapidement et efficacement aux besoins clients dans le respect des objectifs fixés afin de gagner la confiance et la satisfaction des prospects à forts potentiels. La Plate-Forme en quelques mots c'est: une politique RH et managériale qui fait de la formation , l'accompagnement et la qualité de l'environnement dans lequel évolue notre richesse humaine sa priorité première une opportunité de carrière pour chaque profil grâce à la diversité de nos projet et des secteurs que nous présentons ( Les assurances, DPC, la vente pour divers produits ... ) Rejoignez l'un des meilleurs employeurs de l'année et bénéficiez d'une vie professionnelle épanouissante. Nos engagement vis-à-vis de nos collaborateurs: Un emploi stable et valorisant. Un véritable plan de carrière et une qualité de travail unique sur le marché.", CDI , Conseil / Consulting , Débutant (de 1 à 3 ans) , BAC+2 , Français 
589, conseiller commercial,Centres d'appels, Casablanca ,1 mois avant,Société: coveria courtage , CDI ,-1 an d'expérience dans le télévente de mutuelle santé - à l'écoute - dynamique - assidu,conseiller commercial en mutuelle santé -salaire de base 7500 dhs + prime -déclaration à la CNSS - horaires de 9h à 18h30 + weekend off,Nous sommes courtier spécialisé en mutuelle santé., CDI , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
590, Commercial Terrain,BTP / Construction / Génie civil, Casablanca ,1 mois avant,Société: ACHGHAL SERVICES , CDI ,Bac+2 en Commerce ; 2 ans d'expérience en tant que Commercial terrain ; Disponible.,Vos missions principales : • Développer les ventes et atteindre les objectifs définis ; • Gérer le portefeuille clients et identifier de nouveaux prospects éventuels ; • Assurer le reporting hebdomadaire ; • Prospecter en déplacement et en téléphonie ; • Fidéliser les clients.,"La société ACHGHAL SERVICES, est un pionner dans les domaines des travaux, au Maroc. Spécialiste dans les domaines de l’aménagement et de la rénovation. Un acteur de qualité, ayant le savoir-faire et la compétence de concrétiser vos différentes conceptions, besoins et imaginations. Nous réunissons un ensemble sans équivalent de compétences dans les métiers de l’aménagement, tant en constructions neuves qu’en rénovation des édifices dans T.C.E (Rénovation intérieure, Menuiseries (alu, bois, pvc), Climatisation, Electricité, Plomberie, Peinture, Plafond - Cloison - Plâtre, Sols intérieurs, Maçonnerie). Notre savoir-faire nous permet de réaliser tous types de travaux avec beaucoup de qualité et conformément aux normes en vigueur. Nos travaux, reflète la qualité des synergies de ce savoir-faire qui reste polyvalent et multidisciplinaire. Chose qui nous permet d’intervenir avec plus d’efficacité et de répondre activement aux attentes de nos clients.", CDI , Commerce / Distribution / Vente / Import-export , Débutant (de 1 à 3 ans) , BAC+2 , Arabe / Français 
591, EXPERT EN ASSURANCES RC DÉCENNALE / MRP / RC PRO,Centres d'appels, Rabat ,1 mois avant,Société: CELYINS Assurances , CDI / CDD / Free Lance ,"–EXPERT en assurance DECENNALE avec une expérience commerciale réussie de deux ans minimum. –La commercialisation de contrats d’assurances IARD pour des clients entreprises en France. –Comparer, conseiller et orienter les clients vers la solution la plus adaptée à leurs besoins. –Respecter la politique de diversification des offres en fonction des attentes des clients. –Négocier et suivre les ventes jusqu’à la réception des contrats. –Garantir la qualité de la prestation à son plus haut niveau.r","- Un contrat CDI avec Salaire de 6000dh à 7000DH + Primes déplafonnées pouvant aller jusqu’à 30.000DH (Pourcentage sur le Chiffre d’affaire réalisé) - CNSS Dès le 1er jour de production - Une bonne couverture sociale ( Mutuelle complémentaire santé à partir du 6éme mois) - Formation continue assurée - Fort potentiel d'évolution en interne Envoyez vos demande de candidature accompagnée de votre CV à jours, Type d'emploi : Temps plein, CDI ","Courtier Spécialisé en risques professionnels, CELYINS Assurances, Succursale d'un grand groupe d'assurance français, recrute des conseiller(ère)s Expert(e)s en Assurance RC décennale, MRP et RC Pro – Vous êtes EXPERT en assurance DECENNALE avec une expérience commerciale réussie de deux ans au minimum; – vous avez une très bonne maîtrise de la langue Française; – Vous êtes reconnu(e) pour votre bon sens relationnel; – Vous avez l’esprit du challenge Ce poste est fait pour vous. N’attendez plus postulez dès maintenant.", CDI / CDD / Free Lance , Métiers des centres d'appels , Débutant (de 1 à 3 ans) , BAC+2 , Français 
592, Conseillers Commerciaux Experts en Assurance/Mutuelle Santé : Salaire jusqu’à 30 000 dhs (Courtier Français),Centres d'appels, Rabat / Salé / Kenitra / Temara / Casablanca / Mohammedia ,1 mois avant,Société: CPA CS , CDI ,"Vous commercialisez l'offre assurance de nos compagnies partenaires et les services associés en proposant une solution complète que vous construirez en allant à la découverte, puis en approfondissant les besoins de nos prospects. Ceci afin de leur apporter la meilleure couverture possible contre les risques auxquels ils sont exposés dans leur vie de tous les jours. Afin d'accroitre votre réussite, vous serez accompagné dès les premiers jours de votre intégration et suivrez un parcours de formation complète alternant théorie et pratique. La qualité de service est notre priorité. Rémunération exceptionnelle, Package attractif composé d'un Salaire fixe et d'un variable (PRIMES DECLAREES à 100%) à la hauteur de votre réussite commerciale [Salaire Fixe à partir de 5000 dhs et allant jusqu'à 11 000 dhs + Commission non plafonnées à partir de 4000 dhs et allant jusqu’à 20 000 dhs] On vous propose un contrat CDI + avantages sociaux CNSS AMO Mutuelle...+ Un cadre de travail agréable et bien d'autres avantages ! Poste à pourvoir immédiatement","Avant tout, c'est votre personnalité et votre tempérament commercial qui feront la différence ! Idéalement, vous justifiez d'une formation commerciale, Bac+2 minimum, et avez de bons réflexes commerciaux. Capacité d'adaptation, aisance relationnelle, conviction et goût du travail en équipe sont les qualités nécessaires pour réussir ce poste clé de l'entreprise. Une excellente expression écrite et orale est un atout indispensable pour réussir votre mission.",CPA CS est un Cabinet de Courtage Français spécialisé dans le conseil et la ventes de produits d’assurances de particuliers pour le marché français basé à Casablanca et rabat., CDI , Banque / Assurance , Débutant (de 1 à 3 ans) , BAC+2 , Français 
593, Conseillers Commerciaux Experts en Assurance SANTE + AUTO + DECENNALE : Rem jusqu’à 35 000 dhs,Centres d'appels, Rabat / Salé / Kenitra / Temara / Casablanca / Mohammedia ,1 mois avant,Société: CPA MAROC , CDI ,"Avant tout, c'est votre personnalité et votre tempérament commercial qui feront la différence ! Idéalement, vous justifiez d'une formation commerciale, Bac+2 minimum, et avez de bons réflexes commerciaux. Capacité d'adaptation, aisance relationnelle, conviction et goût du travail en équipe sont les qualités nécessaires pour réussir ce poste clé de l'entreprise. Une excellente expression écrite et orale est un atout indispensable pour réussir votre mission.","Vous commercialisez l'offre assurance de nos compagnies partenaires et les services associés en proposant une solution complète que vous construirez en allant à la découverte, puis en approfondissant les besoins de nos prospects. Ceci afin de leur apporter la meilleure couverture possible contre les risques auxquels ils sont exposés dans leur vie de tous les jours. Afin d'accroitre votre réussite, vous serez accompagné dès les premiers jours de votre intégration et suivrez un parcours de formation complète alternant théorie et pratique. La qualité de service est notre priorité. On vous propose un contrat CDI + avantages sociaux CNSS AMO Mutuelle...+ Un cadre de travail agréable et bien d'autres avantages ! Poste à pourvoir immédiatement",CPA MAROC est un Cabinet de Courtage Français spécialisé dans le conseil et la ventes de produits d’assurances de particuliers pour le marché françaisbasé à Rabaat & Casablanca., CDI , Banque / Assurance , Débutant (de 1 à 3 ans) , BAC+2 , Français 
594, Courtier Français en assurance Recrute en CDI : Commerciaux en Assurance Santé et Auto : Rem jusqu'a 30 000 dhs,Centres d'appels, Rabat / Salé / Kenitra / Temara / Casablanca / Mohammedia ,1 mois avant,Société: LES MANDARINS MAROC , CDI ,"Idéalement, vous justifiez d'une formation commerciale, Bac+2 minimum, et avez de bons réflexes commerciaux. Capacité d'adaptation, aisance relationnelle, conviction et goût du travail en équipe sont les qualités nécessaires pour réussir ces postes clés de l'entreprise. Une excellente expression écrite et orale est un atout indispensable pour réussir votre mission","Vous commercialisez l'offre assurance de nos compagnies partenaires et les services associés en proposant une solution complète que vous construirez en allant à la découverte, puis en approfondissant les besoins de nos prospects. Ceci afin de leur apporter la meilleure couverture possible contre les risques auxquels ils sont exposés dans leur vie de tous les jours. Poste à pourvoir immédiatement.","Les Mandarins Maroc, Courtier Français spécialisé dans le conseil et la vente de produits d’Assurances de particuliers pour le marché français, Recrute plusieurs profils experts suite à l'ouverture de notre Site à Ain Atiq (région de Témara): Conseillers Commerciaux experts en assurance SANTE + AUTO + DECENNALE. Expérience exigée d'un an minimum dans un poste similaire.", CDI , Banque / Assurance , Débutant (de 1 à 3 ans) , BAC+1 , Français 
595, Gestionnaire RH & Paie,BTP / Construction / Génie civil, Casablanca ,1 mois avant,Société: LEADERAGRO , CDI ,"Bac+3, Licence en Economie et Gestion, Administration du personnel ou Informatique de Gestion; Avec une première expérience dans un poste similaire.","Gestion de la Paie : Collecte, préparation et saisie des informations nécessaires à l'établissement des paies; Production et contrôle des états de paie. Gestion administrative RH : Accueil et sensibilisations des nouvelles recrues; Gestion administrative des dossiers du personnel; Mise à jour des données du personnel dans le SIRH; Relation avec le médecin de travail (planification des visites, réunions …); Participation au processus de recrutement ;",Filiale d'un grand groupe national., CDI , BTP / Extraction , Débutant (de 1 à 3 ans) , BAC+3 , Français 
596," Technicien de maintenance ""Meknes""",Industrie automobile, Meknes ,1 mois avant,Société: TANGER RH COMPETENCES , CDI ,- Technicien ou DUT - Minumum 2 ans d'experience ,"- Contrôler, surveiller et assurer l'entretien régulier des équipements pour anticiper toute panne pouvant impacter la production. - Diagnostiquer les pannes éventuelles et effectuer les opérations de maintenance corrective (changer une pièce défectueuse, modifier des réglages, etc) conformément aux modes opératoires, règles et standards en la matière. - Assurer le préventif sur la base d’une check list et du planning établi - Former et accompagner les nouveaux techniciens affectés dans sa zone","INTERMEDIATION, RECRUTEMENT,FORMATION RH", CDI , Production / Maintenance , Débutant (de 1 à 3 ans) , BAC+2 , Français 
597, Experts en Mutuelle santé (salaire de 6000dh à 11000 + primes),Centres d'appels, Rabat / Casablanca ,1 mois avant,Société: NET COURTAGE ASSURANCE , CDI ,"Net Courtage Assurances (NCA) est un Cabinet de Courtage en Assurances créé en 2007 Dédié 100% à l’assurance et nous opérons sur plusieurs sites répartis sur 3 Pays et 4 villes (FRANCE, RABAT, CASABLANCA et DAKAR). Nous sommes spécialisés en Mutuelle santé mais aussi, nous conseillons nos clients en terme d'assurance Automobile, Décennale et Emprunteur. Afin de renforcer nos équipes, Nous recrutons pour nos sites de RABAT et CASA des commerciaux En mutuelle santé (experts et débutant) pour accompagner nos clients. La formation est rémunérée dès le 1er mois (Pour les profils expérimentés en télévente). Vous aurez un salaire attractif qui démarre: - Salaire de 6000DH à 11000DH + Primes déplafonnées (pour les experts en mutuelle santé). - Salaire de 5000DH à 11000DH + Primes déplafonnées (Pour les profils ayant une expérience en Télévente). Package salariale (Salaire + Primes) pouvant aller jusqu’à 35000dh et plus. Il est évolutif en fonction de la performance et de l’expérience. Les primes mensuelles sont déplafonnées et très atteignables, vous aurez un pourcentage sur le Chiffre d’affaire réalisé. Profil Recherché - Vous êtes Expert en assurance santé (mutuelle/complémentaire santé); - Vous avez déjà une grande expérience en télévente - Vous êtes en mesure de Construire et développer un porte feuille client tout en assurant la qualité du service; - Vous êtes reconnu(e) pour votre bon sens relationnel; - Vous avez l'esprit du challenge et du business; Alors ce poste est fait pour vous. N'ATTENDEZ PLUS POSTULEZ dès maintenant Pour plus d’informations merci de nous contacter sur le : 0666037055 (Mobile et whatsapp) 0537682549 (Fixe) Formation rémunérée dès le 1er Mois. Avantages sociaux et autres Vous bénéficierez: - Un contrat CDI - CNSS Dès le 1er jour de production - Une bonne couverture sociale ( RMA comme complémentaire santé ) - Des challenge hebdomadaire - Une évolution et mobilité à l'interne",commerciaux en Mutuelle santé,Cabinet courtage d'assurances, CDI , Métiers des centres d'appels ,non spécifié, BAC , Français 
